%Time (ms)	Hubangle(Theta in rad)	Tip Deflection(m)	Hub Angular Velocity (rads/s)	Tip Velocity (m/s)	Position Reference (rad)	Output Voltage (V)	K1 (Hub Prop)	K2 (Tip Prop)	K3 (Hub Deriv)	K4 (Tip Deriv)	%4/21/202512:08 PM
13749936.000	0.479	-0.000	-0.022	0.000	0.500	0.343	15.000	0.000	1.000	0.000	0.000	0.000
13749937.000	0.472	-0.000	-0.021	0.000	0.500	0.434	15.000	0.000	1.000	0.000	0.000	0.000
13749938.000	0.479	-0.000	-0.024	0.000	0.500	0.345	15.000	0.000	1.000	0.000	0.000	0.000
13749939.000	0.479	-0.000	-0.025	0.000	0.500	0.346	15.000	0.000	1.000	0.000	0.000	0.000
13749940.000	0.479	-0.000	-0.026	0.000	0.500	0.347	15.000	0.000	1.000	0.000	0.000	0.000
13749941.000	0.479	-0.000	-0.021	0.000	0.500	0.342	15.000	0.000	1.000	0.000	0.000	0.000
13749942.000	0.472	0.000	-0.027	0.000	0.500	0.440	15.000	0.000	1.000	0.000	0.000	0.000
13749943.000	0.479	-0.000	-0.035	0.000	0.500	0.356	15.000	0.000	1.000	0.000	0.000	0.000
13749944.000	0.472	-0.000	-0.039	0.000	0.500	0.452	15.000	0.000	1.000	0.000	0.000	0.000
13749945.000	0.472	-0.000	-0.065	0.000	0.500	0.478	15.000	0.000	1.000	0.000	0.000	0.000
13749946.000	0.479	-0.000	-0.059	0.000	0.500	0.380	15.000	0.000	1.000	0.000	0.000	0.000
13749947.000	0.479	0.000	-0.052	0.000	0.500	0.373	15.000	0.000	1.000	0.000	0.000	0.000
13749948.000	0.479	-0.000	-0.056	0.000	0.500	0.377	15.000	0.000	1.000	0.000	0.000	0.000
13749949.000	0.479	-0.000	-0.040	0.000	0.500	0.361	15.000	0.000	1.000	0.000	0.000	0.000
13749950.000	0.479	-0.000	-0.033	0.000	0.500	0.354	15.000	0.000	1.000	0.000	0.000	0.000
13749951.000	0.472	-0.000	-0.044	0.000	0.500	0.457	15.000	0.000	1.000	0.000	0.000	0.000
13749952.000	0.479	0.000	-0.044	0.000	0.500	0.365	15.000	0.000	1.000	0.000	0.000	0.000
13749953.000	0.472	-0.000	-0.047	0.000	0.500	0.460	15.000	0.000	1.000	0.000	0.000	0.000
13749954.000	0.479	-0.000	-0.057	0.000	0.500	0.377	15.000	0.000	1.000	0.000	0.000	0.000
13749955.000	0.479	-0.000	-0.041	0.000	0.500	0.362	15.000	0.000	1.000	0.000	0.000	0.000
13749956.000	0.479	-0.000	-0.038	0.000	0.500	0.359	15.000	0.000	1.000	0.000	0.000	0.000
13749957.000	0.479	-0.000	-0.032	0.000	0.500	0.353	15.000	0.000	1.000	0.000	0.000	0.000
13749958.000	0.479	-0.000	-0.020	0.000	0.500	0.341	15.000	0.000	1.000	0.000	0.000	0.000
13749959.000	0.479	-0.000	-0.018	0.000	0.500	0.339	15.000	0.000	1.000	0.000	0.000	0.000
13749960.000	0.479	0.000	-0.011	0.000	0.500	0.332	15.000	0.000	1.000	0.000	0.000	0.000
13749961.000	0.472	0.000	-0.020	0.000	0.500	0.433	15.000	0.000	1.000	0.000	0.000	0.000
13749962.000	0.472	-0.000	-0.035	0.000	0.500	0.448	15.000	0.000	1.000	0.000	0.000	0.000
13749963.000	0.479	0.000	-0.032	0.000	0.500	0.352	15.000	0.000	1.000	0.000	0.000	0.000
13749964.000	0.479	-0.000	-0.029	0.000	0.500	0.350	15.000	0.000	1.000	0.000	0.000	0.000
13749965.000	0.472	-0.000	-0.043	0.000	0.500	0.456	15.000	0.000	1.000	0.000	0.000	0.000
13749966.000	0.485	-0.000	-0.021	0.000	0.500	0.250	15.000	0.000	1.000	0.000	0.000	0.000
13749967.000	0.479	0.000	-0.001	0.000	0.500	0.322	15.000	0.000	1.000	0.000	0.000	0.000
13749968.000	0.479	-0.000	-0.013	0.000	0.500	0.334	15.000	0.000	1.000	0.000	0.000	0.000
13749969.000	0.479	0.000	0.007	0.000	0.500	0.314	15.000	0.000	1.000	0.000	0.000	0.000
13749970.000	0.479	-0.000	0.013	0.000	0.500	0.307	15.000	0.000	1.000	0.000	0.000	0.000
13749971.000	0.479	-0.000	0.009	0.000	0.500	0.312	15.000	0.000	1.000	0.000	0.000	0.000
13749972.000	0.479	-0.000	0.018	0.000	0.500	0.303	15.000	0.000	1.000	0.000	0.000	0.000
13749973.000	0.479	0.000	0.021	0.000	0.500	0.300	15.000	0.000	1.000	0.000	0.000	0.000
13749974.000	0.479	-0.000	0.024	0.000	0.500	0.297	15.000	0.000	1.000	0.000	0.000	0.000
13749975.000	0.479	-0.000	0.027	0.000	0.500	0.294	15.000	0.000	1.000	0.000	0.000	0.000
13749976.000	0.479	-0.000	0.029	0.000	0.500	0.292	15.000	0.000	1.000	0.000	0.000	0.000
13749977.000	0.485	0.000	0.045	0.000	0.500	0.183	15.000	0.000	1.000	0.000	0.000	0.000
13749978.000	0.479	-0.000	0.054	0.000	0.500	0.267	15.000	0.000	1.000	0.000	0.000	0.000
13749979.000	0.479	0.000	0.049	0.000	0.500	0.271	15.000	0.000	1.000	0.000	0.000	0.000
13749980.000	0.479	-0.000	0.059	0.000	0.500	0.262	15.000	0.000	1.000	0.000	0.000	0.000
13749981.000	0.485	0.000	0.069	0.000	0.500	0.160	15.000	0.000	1.000	0.000	0.000	0.000
13749982.000	0.485	-0.000	0.084	0.000	0.500	0.145	15.000	0.000	1.000	0.000	0.000	0.000
13749983.000	0.479	0.000	0.088	0.000	0.500	0.233	15.000	0.000	1.000	0.000	0.000	0.000
13749984.000	0.479	-0.000	0.088	0.000	0.500	0.233	15.000	0.000	1.000	0.000	0.000	0.000
13749985.000	0.479	-0.000	0.090	0.000	0.500	0.231	15.000	0.000	1.000	0.000	0.000	0.000
13749986.000	0.479	-0.000	0.077	0.000	0.500	0.244	15.000	0.000	1.000	0.000	0.000	0.000
13749987.000	0.479	-0.000	0.072	0.000	0.500	0.249	15.000	0.000	1.000	0.000	0.000	0.000
13749988.000	0.479	-0.000	0.071	0.000	0.500	0.250	15.000	0.000	1.000	0.000	0.000	0.000
13749989.000	0.485	-0.000	0.079	0.000	0.500	0.149	15.000	0.000	1.000	0.000	0.000	0.000
13749990.000	0.479	-0.000	0.082	0.000	0.500	0.239	15.000	0.000	1.000	0.000	0.000	0.000
13749991.000	0.485	-0.000	0.086	0.000	0.500	0.143	15.000	0.000	1.000	0.000	0.000	0.000
13749992.000	0.479	0.000	0.096	0.000	0.500	0.225	15.000	0.000	1.000	0.000	0.000	0.000
13749993.000	0.479	0.000	0.081	0.000	0.500	0.239	15.000	0.000	1.000	0.000	0.000	0.000
13749994.000	0.479	-0.000	0.079	0.000	0.500	0.242	15.000	0.000	1.000	0.000	0.000	0.000
13749995.000	0.479	-0.000	0.073	0.000	0.500	0.248	15.000	0.000	1.000	0.000	0.000	0.000
13749996.000	0.479	0.000	0.061	0.000	0.500	0.260	15.000	0.000	1.000	0.000	0.000	0.000
13749997.000	0.479	-0.000	0.059	0.000	0.500	0.262	15.000	0.000	1.000	0.000	0.000	0.000
13749998.000	0.485	-0.000	0.066	0.000	0.500	0.163	15.000	0.000	1.000	0.000	0.000	0.000
13749999.000	0.479	-0.000	0.066	0.000	0.500	0.254	15.000	0.000	1.000	0.000	0.000	0.000
13750000.000	0.485	-0.000	0.069	0.000	-0.500	-10.000	15.000	0.000	1.000	0.000	0.000	0.000
13750001.000	0.479	0.000	0.079	0.000	-0.500	-10.000	15.000	0.000	1.000	0.000	0.000	0.000
13750002.000	0.479	0.000	0.063	0.000	-0.500	-10.000	15.000	0.000	1.000	0.000	0.000	0.000
13750003.000	0.472	0.000	0.046	0.000	-0.500	-10.000	15.000	0.000	1.000	0.000	0.000	0.000
13750004.000	0.479	0.000	0.033	0.000	-0.500	-10.000	15.000	0.000	1.000	0.000	0.000	0.000
13750005.000	0.479	0.000	0.026	0.000	-0.500	-10.000	15.000	0.000	1.000	0.000	0.000	0.000
13750006.000	0.472	0.000	0.001	0.000	-0.500	-10.000	15.000	0.000	1.000	0.000	0.000	0.000
13750007.000	0.479	0.000	-0.008	0.000	-0.500	-10.000	15.000	0.000	1.000	0.000	0.000	0.000
13750008.000	0.479	0.000	-0.002	0.000	-0.500	-10.000	15.000	0.000	1.000	0.000	0.000	0.000
13750009.000	0.479	0.000	-0.018	0.000	-0.500	-10.000	15.000	0.000	1.000	0.000	0.000	0.000
13750010.000	0.479	0.000	-0.015	0.000	-0.500	-10.000	15.000	0.000	1.000	0.000	0.000	0.000
13750011.000	0.479	0.000	-0.012	0.000	-0.500	-10.000	15.000	0.000	1.000	0.000	0.000	0.000
13750012.000	0.472	0.000	-0.032	0.000	-0.500	-10.000	15.000	0.000	1.000	0.000	0.000	0.000
13750013.000	0.479	0.000	-0.039	0.000	-0.500	-10.000	15.000	0.000	1.000	0.000	0.000	0.000
13750014.000	0.472	0.000	-0.048	0.000	-0.500	-10.000	15.000	0.000	1.000	0.000	0.000	0.000
13750015.000	0.472	0.000	-0.078	0.000	-0.500	-10.000	15.000	0.000	1.000	0.000	0.000	0.000
13750016.000	0.472	0.000	-0.088	0.000	-0.500	-10.000	15.000	0.000	1.000	0.000	0.000	0.000
13750017.000	0.479	0.000	-0.091	0.000	-0.500	-10.000	15.000	0.000	1.000	0.000	0.000	0.000
13750018.000	0.472	0.000	-0.106	0.000	-0.500	-10.000	15.000	0.000	1.000	0.000	0.000	0.000
13750019.000	0.472	0.000	-0.121	0.000	-0.500	-10.000	15.000	0.000	1.000	0.000	0.000	0.000
13750020.000	0.472	0.000	-0.125	0.000	-0.500	-10.000	15.000	0.000	1.000	0.000	0.000	0.000
13750021.000	0.472	0.000	-0.140	0.000	-0.500	-10.000	15.000	0.000	1.000	0.000	0.000	0.000
13750022.000	0.479	0.000	-0.142	0.000	-0.500	-10.000	15.000	0.000	1.000	0.000	0.000	0.000
13750023.000	0.479	0.000	-0.126	0.000	-0.500	-10.000	15.000	0.000	1.000	0.000	0.000	0.000
13750024.000	0.472	0.000	-0.134	0.000	-0.500	-10.000	15.000	0.000	1.000	0.000	0.000	0.000
13750025.000	0.472	0.000	-0.138	0.000	-0.500	-10.000	15.000	0.000	1.000	0.000	0.000	0.000
13750026.000	0.466	0.000	-0.154	0.000	-0.500	-10.000	15.000	0.000	1.000	0.000	0.000	0.000
13750027.000	0.466	0.000	-0.190	0.000	-0.500	-10.000	15.000	0.000	1.000	0.000	0.000	0.000
13750028.000	0.466	0.000	-0.212	0.000	-0.500	-10.000	15.000	0.000	1.000	0.000	0.000	0.000
13750029.000	0.466	0.000	-0.237	0.000	-0.500	-10.000	15.000	0.000	1.000	0.000	0.000	0.000
13750030.000	0.466	0.000	-0.260	0.000	-0.500	-10.000	15.000	0.000	1.000	0.000	0.000	0.000
13750031.000	0.472	0.000	-0.260	0.000	-0.500	-10.000	15.000	0.000	1.000	0.000	0.000	0.000
13750032.000	0.472	0.000	-0.256	0.000	-0.500	-10.000	15.000	0.000	1.000	0.000	0.000	0.000
13750033.000	0.466	0.000	-0.268	0.000	-0.500	-10.000	15.000	0.000	1.000	0.000	0.000	0.000
13750034.000	0.460	0.000	-0.291	0.000	-0.500	-10.000	15.000	0.000	1.000	0.000	0.000	0.000
13750035.000	0.460	0.000	-0.317	0.000	-0.500	-10.000	15.000	0.000	1.000	0.000	0.000	0.000
13750036.000	0.466	0.000	-0.336	0.000	-0.500	-10.000	15.000	0.000	1.000	0.000	0.000	0.000
13750037.000	0.466	0.000	-0.347	0.000	-0.500	-10.000	15.000	0.000	1.000	0.000	0.000	0.000
13750038.000	0.460	0.000	-0.367	0.000	-0.500	-10.000	15.000	0.000	1.000	0.000	0.000	0.000
13750039.000	0.454	0.000	-0.396	0.000	-0.500	-10.000	15.000	0.000	1.000	0.000	0.000	0.000
13750040.000	0.460	0.000	-0.417	0.000	-0.500	-10.000	15.000	0.000	1.000	0.000	0.000	0.000
13750041.000	0.454	0.000	-0.449	0.000	-0.500	-10.000	15.000	0.000	1.000	0.000	0.000	0.000
13750042.000	0.454	0.000	-0.492	0.000	-0.500	-10.000	15.000	0.000	1.000	0.000	0.000	0.000
13750043.000	0.454	0.000	-0.510	0.000	-0.500	-10.000	15.000	0.000	1.000	0.000	0.000	0.000
13750044.000	0.460	0.000	-0.521	0.000	-0.500	-10.000	15.000	0.000	1.000	0.000	0.000	0.000
13750045.000	0.454	0.000	-0.541	0.000	-0.500	-10.000	15.000	0.000	1.000	0.000	0.000	0.000
13750046.000	0.454	0.000	-0.559	0.000	-0.500	-10.000	15.000	0.000	1.000	0.000	0.000	0.000
13750047.000	0.454	0.000	-0.565	0.000	-0.500	-10.000	15.000	0.000	1.000	0.000	0.000	0.000
13750048.000	0.448	0.000	-0.594	0.000	-0.500	-10.000	15.000	0.000	1.000	0.000	0.000	0.000
13750049.000	0.448	0.000	-0.628	0.000	-0.500	-10.000	15.000	0.000	1.000	0.000	0.000	0.000
13750050.000	0.448	0.000	-0.644	0.000	-0.500	-10.000	15.000	0.000	1.000	0.000	0.000	0.000
13750051.000	0.442	0.000	-0.685	0.000	-0.500	-10.000	15.000	0.000	1.000	0.000	0.000	0.000
13750052.000	0.442	0.000	-0.724	0.000	-0.500	-10.000	15.000	0.000	1.000	0.000	0.000	0.000
13750053.000	0.442	0.000	-0.748	0.000	-0.500	-10.000	15.000	0.000	1.000	0.000	0.000	0.000
13750054.000	0.442	0.000	-0.781	0.000	-0.500	-10.000	15.000	0.000	1.000	0.000	0.000	0.000
13750055.000	0.436	0.000	-0.819	0.000	-0.500	-10.000	15.000	0.000	1.000	0.000	0.000	0.000
13750056.000	0.436	0.000	-0.853	0.000	-0.500	-10.000	15.000	0.000	1.000	0.000	0.000	0.000
13750057.000	0.436	0.000	-0.882	0.000	-0.500	-10.000	15.000	0.000	1.000	0.000	0.000	0.000
13750058.000	0.436	0.000	-0.913	0.000	-0.500	-10.000	15.000	0.000	1.000	0.000	0.000	0.000
13750059.000	0.442	0.000	-0.921	0.000	-0.500	-10.000	15.000	0.000	1.000	0.000	0.000	0.000
13750060.000	0.436	0.000	-0.927	0.000	-0.500	-10.000	15.000	0.000	1.000	0.000	0.000	0.000
13750061.000	0.430	0.000	-0.959	0.000	-0.500	-10.000	15.000	0.000	1.000	0.000	0.000	0.000
13750062.000	0.430	0.000	-0.977	0.000	-0.500	-10.000	15.000	0.000	1.000	0.000	0.000	0.000
13750063.000	0.436	0.000	-0.985	0.000	-0.500	-10.000	15.000	0.000	1.000	0.000	0.000	0.000
13750064.000	0.423	0.000	-1.020	0.000	-0.500	-10.000	15.000	0.000	1.000	0.000	0.000	0.000
13750065.000	0.423	0.000	-1.057	0.000	-0.500	-10.000	15.000	0.000	1.000	0.000	0.000	0.000
13750066.000	0.430	0.000	-1.055	0.000	-0.500	-10.000	15.000	0.000	1.000	0.000	0.000	0.000
13750067.000	0.423	0.000	-1.080	0.000	-0.500	-10.000	15.000	0.000	1.000	0.000	0.000	0.000
13750068.000	0.417	0.000	-1.123	0.000	-0.500	-10.000	15.000	0.000	1.000	0.000	0.000	0.000
13750069.000	0.417	0.000	-1.140	0.000	-0.500	-10.000	15.000	0.000	1.000	0.000	0.000	0.000
13750070.000	0.417	0.000	-1.168	0.000	-0.500	-10.000	15.000	0.000	1.000	0.000	0.000	0.000
13750071.000	0.417	0.000	-1.199	0.000	-0.500	-10.000	15.000	0.000	1.000	0.000	0.000	0.000
13750072.000	0.417	0.000	-1.211	0.000	-0.500	-10.000	15.000	0.000	1.000	0.000	0.000	0.000
13750073.000	0.417	0.000	-1.218	0.000	-0.500	-10.000	15.000	0.000	1.000	0.000	0.000	0.000
13750074.000	0.411	0.000	-1.237	0.000	-0.500	-10.000	15.000	0.000	1.000	0.000	0.000	0.000
13750075.000	0.411	0.000	-1.256	0.000	-0.500	-10.000	15.000	0.000	1.000	0.000	0.000	0.000
13750076.000	0.411	0.000	-1.265	0.000	-0.500	-10.000	15.000	0.000	1.000	0.000	0.000	0.000
13750077.000	0.405	0.000	-1.292	0.000	-0.500	-10.000	15.000	0.000	1.000	0.000	0.000	0.000
13750078.000	0.405	0.000	-1.318	0.000	-0.500	-10.000	15.000	0.000	1.000	0.000	0.000	0.000
13750079.000	0.405	0.000	-1.327	0.000	-0.500	-10.000	15.000	0.000	1.000	0.000	0.000	0.000
13750080.000	0.399	0.000	-1.358	0.000	-0.500	-10.000	15.000	0.000	1.000	0.000	0.000	0.000
13750081.000	0.399	0.000	-1.386	0.000	-0.500	-10.000	15.000	0.000	1.000	0.000	0.000	0.000
13750082.000	0.393	0.000	-1.411	0.000	-0.500	-10.000	15.000	0.000	1.000	0.000	0.000	0.000
13750083.000	0.393	0.000	-1.451	0.000	-0.500	-10.000	15.000	0.000	1.000	0.000	0.000	0.000
13750084.000	0.399	0.000	-1.459	0.000	-0.500	-10.000	15.000	0.000	1.000	0.000	0.000	0.000
13750085.000	0.393	0.000	-1.473	0.000	-0.500	-10.000	15.000	0.000	1.000	0.000	0.000	0.000
13750086.000	0.380	0.000	-1.522	0.000	-0.500	-10.000	15.000	0.000	1.000	0.000	0.000	0.000
13750087.000	0.387	0.000	-1.542	0.000	-0.500	-10.000	15.000	0.000	1.000	0.000	0.000	0.000
13750088.000	0.387	0.000	-1.556	0.000	-0.500	-10.000	15.000	0.000	1.000	0.000	0.000	0.000
13750089.000	0.380	0.000	-1.601	0.000	-0.500	-10.000	15.000	0.000	1.000	0.000	0.000	0.000
13750090.000	0.374	0.000	-1.634	0.000	-0.500	-10.000	15.000	0.000	1.000	0.000	0.000	0.000
